timestamp,machineId,stationId,tempC,vibration,cycleTime,batchId,qcResult,reworkCode
2026-05-01T15:30:00,M03,S3,81.2,0.64,1733,B001,PASS,
2026-05-01T16:00:00,M03,S3,68.1,1.01,1538,B001,FAIL,MATERIAL
2026-05-01T16:30:00,M03,S3,73.9,1.03,1592,B001,FAIL,CALIBRATION
2026-05-01T17:00:00,M03,S3,85.6,1.03,1086,B001,FAIL,MATERIAL
2026-05-01T17:30:00,M03,S3,67.3,0.66,1610,B001,PASS,
2026-05-01T18:00:00,M03,S3,60.9,1.05,1181,B001,PASS,
2026-05-01T18:30:00,M03,S3,83.9,0.54,1880,B001,PASS,
2026-05-01T19:00:00,M03,S3,68.3,0.21,1948,B001,FAIL,UNKNOWN
2026-05-01T19:30:00,M03,S3,72.2,0.76,1240,B001,PASS,
2026-05-01T20:00:00,M03,S3,74.3,0.91,1448,B001,FAIL,CALIBRATION
2026-05-01T20:30:00,M03,S3,66.6,0.89,1306,B001,PASS,
2026-05-01T21:00:00,M03,S3,74.2,0.73,1425,B001,PASS,
2026-05-01T21:30:00,M03,S3,69.9,0.9,1270,B001,PASS,
2026-05-01T22:00:00,M03,S3,63.6,0.39,1119,B001,PASS,
2026-05-01T22:30:00,M03,S3,76.1,0.96,1185,B001,PASS,
2026-05-01T23:00:00,M03,S3,74.5,0.92,1976,B001,PASS,
2026-05-01T23:30:00,M03,S3,68.5,0.3,1194,B001,PASS,
2026-05-01T00:00:00,M04,S4,66.8,0.38,1014,B001,PASS,
2026-05-01T00:30:00,M04,S4,76.0,0.47,1974,B001,PASS,
2026-05-01T01:00:00,M04,S4,80.9,0.33,1868,B001,PASS,
2026-05-01T01:30:00,M04,S4,86.2,0.77,1469,B001,PASS,
2026-05-01T02:00:00,M04,S4,65.5,0.25,1941,B001,PASS,
2026-05-01T02:30:00,M04,S4,84.7,0.6,1074,B001,PASS,
2026-05-01T03:00:00,M04,S4,61.6,0.35,1562,B001,PASS,
2026-05-01T03:30:00,M04,S4,89.8,0.32,1764,B001,FAIL,SENSOR
2026-05-01T04:00:00,M04,S4,77.9,0.82,1775,B001,PASS,
2026-05-01T04:30:00,M04,S4,87.3,0.5,1588,B001,FAIL,MATERIAL
2026-05-01T05:00:00,M04,S4,69.2,0.82,1609,B001,PASS,
2026-05-01T05:30:00,M04,S4,88.4,0.41,1211,B001,PASS,
2026-05-01T06:00:00,M04,S4,64.7,0.37,1075,B001,PASS,
2026-05-01T06:30:00,M04,S4,60.1,0.65,1593,B001,PASS,
2026-05-01T07:00:00,M04,S4,66.9,0.91,1702,B001,PASS,
2026-05-01T07:30:00,M04,S4,80.6,1.12,1787,B001,FAIL,UNKNOWN
2026-05-01T08:00:00,M04,S4,77.7,1.0,1197,B001,FAIL,TOOLING
2026-05-01T08:30:00,M04,S4,79.4,1.11,1826,B001,FAIL,ALIGNMENT
2026-05-01T09:00:00,M04,S4,61.8,0.99,1595,B001,PASS,
2026-05-01T09:30:00,M04,S4,87.6,0.64,1468,B001,PASS,
2026-05-01T10:00:00,M04,S4,72.1,0.47,1539,B001,PASS,
2026-05-01T10:30:00,M04,S4,77.9,1.09,1734,B001,FAIL,SENSOR
2026-05-01T11:00:00,M04,S4,67.5,0.29,1961,B001,PASS,
2026-05-01T11:30:00,M04,S4,77.3,1.15,1999,B001,FAIL,UNKNOWN
2026-05-01T12:00:00,M04,S4,84.6,0.78,1763,B001,FAIL,SENSOR
2026-05-01T12:30:00,M04,S4,79.5,1.12,1181,B001,PASS,
2026-05-01T13:00:00,M04,S4,79.0,0.69,1091,B001,PASS,
2026-05-01T13:30:00,M04,S4,70.4,0.53,1670,B001,PASS,
2026-05-01T14:00:00,M04,S4,69.9,0.89,1288,B001,PASS,
2026-05-01T14:30:00,M04,S4,84.4,0.75,1454,B001,PASS,
2026-05-01T15:00:00,M04,S4,69.7,1.17,1404,B001,PASS,
2026-05-01T15:30:00,M04,S4,89.6,0.86,1542,B001,FAIL,MATERIAL
2026-05-01T16:00:00,M04,S4,61.6,0.72,1622,B001,PASS,
2026-05-01T16:30:00,M04,S4,73.3,0.25,1267,B001,PASS,
2026-05-01T17:00:00,M04,S4,63.9,0.49,1880,B001,PASS,
2026-05-01T17:30:00,M04,S4,60.9,0.83,1799,B001,PASS,
2026-05-01T18:00:00,M04,S4,69.3,0.21,1407,B001,PASS,
2026-05-01T18:30:00,M04,S4,85.2,0.31,1947,B001,FAIL,UNKNOWN
2026-05-01T19:00:00,M04,S4,85.0,0.7,1716,B001,PASS,
2026-05-01T19:30:00,M04,S4,68.2,1.03,1980,B001,FAIL,TOOLING
2026-05-01T20:00:00,M04,S4,73.7,0.34,1190,B001,PASS,
2026-05-01T20:30:00,M04,S4,78.0,0.95,1136,B001,FAIL,MATERIAL
2026-05-01T21:00:00,M04,S4,70.2,0.99,1267,B001,FAIL,UNKNOWN
2026-05-01T21:30:00,M04,S4,69.0,0.79,1998,B001,PASS,
2026-05-01T22:00:00,M04,S4,64.5,0.74,1345,B001,PASS,
2026-05-01T22:30:00,M04,S4,76.6,0.74,1455,B001,PASS,
2026-05-01T23:00:00,M04,S4,65.7,0.9,1571,B001,PASS,
2026-05-01T23:30:00,M04,S4,83.3,0.24,1744,B001,PASS,
2026-05-01T00:00:00,M05,S5,84.3,0.59,1663,B001,PASS,
2026-05-01T00:30:00,M05,S5,89.4,0.7,1037,B001,PASS,
2026-05-01T01:00:00,M05,S5,77.7,1.07,1874,B001,FAIL,MATERIAL
2026-05-01T01:30:00,M05,S5,63.0,1.11,1015,B001,FAIL,UNKNOWN
2026-05-01T02:00:00,M05,S5,89.1,0.27,1781,B001,FAIL,CALIBRATION
2026-05-01T02:30:00,M05,S5,70.2,0.89,1649,B001,PASS,
2026-05-01T03:00:00,M05,S5,85.6,1.06,1380,B001,FAIL,CALIBRATION
2026-05-01T03:30:00,M05,S5,78.8,1.09,1487,B001,PASS,
2026-05-01T04:00:00,M05,S5,78.5,0.43,1684,B001,PASS,
2026-05-01T04:30:00,M05,S5,66.8,0.29,1978,B001,PASS,
2026-05-01T05:00:00,M05,S5,81.1,0.3,1166,B001,PASS,
2026-05-01T05:30:00,M05,S5,60.9,0.52,1056,B001,PASS,
2026-05-01T06:00:00,M05,S5,70.8,0.63,1244,B001,PASS,
2026-05-01T06:30:00,M05,S5,72.4,0.88,1180,B001,FAIL,SENSOR
2026-05-01T07:00:00,M05,S5,86.1,0.82,1240,B001,PASS,
2026-05-01T07:30:00,M05,S5,64.3,0.66,1253,B001,PASS,
2026-05-01T08:00:00,M05,S5,67.7,0.21,1804,B001,PASS,
2026-05-01T08:30:00,M05,S5,80.3,0.36,1441,B001,PASS,
2026-05-01T09:00:00,M05,S5,77.6,0.84,1424,B001,PASS,
2026-05-01T09:30:00,M05,S5,85.4,0.4,1384,B001,PASS,
2026-05-01T10:00:00,M05,S5,67.1,0.77,1574,B001,PASS,
2026-05-01T10:30:00,M05,S5,68.9,1.18,1658,B001,FAIL,CALIBRATION
2026-05-01T11:00:00,M05,S5,60.2,1.07,1778,B001,FAIL,ALIGNMENT
2026-05-01T11:30:00,M05,S5,87.3,0.95,1832,B001,FAIL,CALIBRATION
2026-05-01T12:00:00,M05,S5,83.3,0.43,1801,B001,PASS,
2026-05-01T12:30:00,M05,S5,65.7,0.45,1755,B001,PASS,
2026-05-01T13:00:00,M05,S5,80.4,0.34,1097,B001,PASS,
2026-05-01T13:30:00,M05,S5,61.2,0.99,1033,B001,PASS,
2026-05-01T14:00:00,M05,S5,63.9,1.11,1326,B001,PASS,
2026-05-01T14:30:00,M05,S5,66.0,0.99,1876,B001,PASS,
2026-05-01T15:00:00,M05,S5,75.1,0.47,1164,B001,PASS,
2026-05-01T15:30:00,M05,S5,87.4,1.14,1967,B001,FAIL,CALIBRATION
2026-05-01T16:00:00,M05,S5,82.4,0.54,1115,B001,PASS,
2026-05-01T16:30:00,M05,S5,64.2,1.17,1860,B001,FAIL,UNKNOWN
2026-05-01T17:00:00,M05,S5,80.2,0.6,1845,B001,PASS,
2026-05-01T17:30:00,M05,S5,62.7,0.59,1264,B001,PASS,
2026-05-01T18:00:00,M05,S5,63.7,0.57,1749,B001,PASS,
2026-05-01T18:30:00,M05,S5,71.4,0.84,1371,B001,PASS,
2026-05-01T19:00:00,M05,S5,74.1,0.82,1943,B001,PASS,
2026-05-01T19:30:00,M05,S5,78.3,0.85,1635,B001,PASS,
2026-05-01T20:00:00,M05,S5,81.0,0.85,1116,B001,FAIL,ALIGNMENT
2026-05-01T20:30:00,M05,S5,69.1,0.69,1097,B001,PASS,
2026-05-01T21:00:00,M05,S5,86.6,0.34,1453,B001,PASS,
2026-05-01T21:30:00,M05,S5,82.3,1.15,1419,B001,PASS,
2026-05-01T22:00:00,M05,S5,64.6,0.61,1099,B001,PASS,
2026-05-01T22:30:00,M05,S5,74.7,0.61,1951,B001,FAIL,CALIBRATION
2026-05-01T23:00:00,M05,S5,66.5,0.64,1236,B001,PASS,
2026-05-01T23:30:00,M05,S5,70.9,1.18,1367,B001,PASS,
2026-05-02T00:00:00,M01,S1,84.8,1.17,1949,B002,FAIL,MATERIAL
2026-05-02T00:30:00,M01,S1,67.3,0.41,1639,B002,PASS,
2026-05-02T01:00:00,M01,S1,77.5,0.41,1829,B002,PASS,
2026-05-02T01:30:00,M01,S1,88.1,0.43,1774,B002,FAIL,SENSOR
2026-05-02T02:00:00,M01,S1,64.8,0.33,1250,B002,PASS,
2026-05-02T02:30:00,M01,S1,83.0,0.23,1014,B002,PASS,
2026-05-02T03:00:00,M01,S1,74.0,0.94,1526,B002,PASS,
2026-05-02T03:30:00,M01,S1,87.9,0.71,1109,B002,PASS,
2026-05-02T04:00:00,M01,S1,66.1,0.72,1458,B002,PASS,
2026-05-02T04:30:00,M01,S1,74.4,0.6,1686,B002,PASS,
2026-05-02T05:00:00,M01,S1,68.6,0.27,1275,B002,PASS,
2026-05-02T05:30:00,M01,S1,81.8,0.53,1994,B002,PASS,
2026-05-02T06:00:00,M01,S1,84.7,1.05,1650,B002,FAIL,SENSOR
2026-05-02T06:30:00,M01,S1,87.4,0.42,1451,B002,PASS,
2026-05-02T07:00:00,M01,S1,76.8,0.63,1665,B002,PASS,
2026-05-02T07:30:00,M01,S1,92.1,0.27,1831,B002,FAIL,ALIGNMENT
2026-05-02T08:00:00,M01,S1,76.9,0.33,1059,B002,PASS,
2026-05-02T08:30:00,M01,S1,78.9,0.87,1410,B002,PASS,
2026-05-02T09:00:00,M01,S1,77.2,0.49,1312,B002,PASS,
2026-05-02T09:30:00,M01,S1,78.9,0.35,1482,B002,PASS,
2026-05-02T10:00:00,M01,S1,81.9,0.43,1429,B002,PASS,
2026-05-02T10:30:00,M01,S1,83.7,0.87,1556,B002,PASS,
2026-05-02T11:00:00,M01,S1,86.4,0.96,1921,B002,FAIL,CALIBRATION
2026-05-02T11:30:00,M01,S1,64.5,1.07,1566,B002,FAIL,MATERIAL
2026-05-02T12:00:00,M01,S1,65.8,0.29,1530,B002,PASS,
2026-05-02T12:30:00,M01,S1,63.4,0.51,1324,B002,PASS,
2026-05-02T13:00:00,M01,S1,82.8,0.95,1049,B002,FAIL,MATERIAL
2026-05-02T13:30:00,M01,S1,83.1,0.69,1442,B002,PASS,
2026-05-02T14:00:00,M01,S1,65.9,0.88,1486,B002,FAIL,MATERIAL
2026-05-02T14:30:00,M01,S1,94.2,0.25,1204,B002,PASS,
2026-05-02T15:00:00,M01,S1,86.7,0.7,1430,B002,FAIL,SENSOR
2026-05-02T15:30:00,M01,S1,86.1,0.7,1833,B002,FAIL,CALIBRATION
2026-05-02T16:00:00,M01,S1,66.5,0.22,1921,B002,PASS,
2026-05-02T16:30:00,M01,S1,80.8,0.91,1417,B002,FAIL,ALIGNMENT
2026-05-02T17:00:00,M01,S1,95.3,0.66,1689,B002,FAIL,CALIBRATION
2026-05-02T17:30:00,M01,S1,70.9,1.04,1243,B002,PASS,
2026-05-02T18:00:00,M01,S1,75.2,0.53,1168,B002,PASS,
2026-05-02T18:30:00,M01,S1,69.1,0.71,1905,B002,PASS,
2026-05-02T19:00:00,M01,S1,89.2,0.35,1197,B002,PASS,
2026-05-02T19:30:00,M01,S1,82.3,0.38,1772,B002,PASS,
2026-05-02T20:00:00,M01,S1,82.5,0.76,1635,B002,PASS,
2026-05-02T20:30:00,M01,S1,84.2,0.35,1068,B002,PASS,
2026-05-02T21:00:00,M01,S1,74.5,0.51,1451,B002,FAIL,CALIBRATION
2026-05-02T21:30:00,M01,S1,67.1,1.06,1855,B002,FAIL,SENSOR
2026-05-02T22:00:00,M01,S1,79.9,1.15,1738,B002,FAIL,ALIGNMENT
2026-05-02T22:30:00,M01,S1,79.2,1.01,1651,B002,FAIL,CALIBRATION
2026-05-02T23:00:00,M01,S1,77.1,0.65,1810,B002,PASS,
2026-05-02T23:30:00,M01,S1,66.5,0.85,1039,B002,PASS,
2026-05-02T00:00:00,M02,S2,75.7,0.81,1363,B002,PASS,
2026-05-02T00:30:00,M02,S2,71.6,0.97,1678,B002,FAIL,UNKNOWN
2026-05-02T01:00:00,M02,S2,79.4,0.27,1094,B002,PASS,
2026-05-02T01:30:00,M02,S2,80.4,0.48,1723,B002,PASS,
2026-05-02T02:00:00,M02,S2,87.2,1.07,1333,B002,FAIL,SENSOR
2026-05-02T02:30:00,M02,S2,79.9,1.12,1310,B002,PASS,
2026-05-02T03:00:00,M02,S2,79.9,0.33,1708,B002,FAIL,SENSOR
2026-05-02T03:30:00,M02,S2,71.3,0.99,1813,B002,PASS,
2026-05-02T04:00:00,M02,S2,84.9,0.94,1685,B002,PASS,
2026-05-02T04:30:00,M02,S2,79.4,0.62,1361,B002,PASS,
2026-05-02T05:00:00,M02,S2,70.9,0.38,1214,B002,PASS,
2026-05-02T05:30:00,M02,S2,88.4,0.69,1226,B002,FAIL,ALIGNMENT
2026-05-02T06:00:00,M02,S2,68.9,0.99,1507,B002,PASS,
2026-05-02T06:30:00,M02,S2,82.2,0.73,1661,B002,PASS,
2026-05-02T07:00:00,M02,S2,78.5,0.8,1154,B002,PASS,
2026-05-02T07:30:00,M02,S2,65.4,0.89,1624,B002,PASS,
2026-05-02T08:00:00,M02,S2,81.6,0.24,1364,B002,PASS,
2026-05-02T08:30:00,M02,S2,89.1,0.81,1752,B002,FAIL,MATERIAL
2026-05-02T09:00:00,M02,S2,67.0,0.44,1965,B002,PASS,
2026-05-02T09:30:00,M02,S2,87.1,0.39,1678,B002,FAIL,SENSOR
2026-05-02T10:00:00,M02,S2,89.5,0.66,1281,B002,PASS,
2026-05-02T10:30:00,M02,S2,75.8,1.17,1816,B002,FAIL,SENSOR
2026-05-02T11:00:00,M02,S2,64.2,0.45,1641,B002,PASS,
2026-05-02T11:30:00,M02,S2,76.6,0.3,1845,B002,PASS,
2026-05-02T12:00:00,M02,S2,68.6,0.96,1272,B002,PASS,
2026-05-02T12:30:00,M02,S2,64.4,0.64,1946,B002,PASS,
2026-05-02T13:00:00,M02,S2,73.5,0.55,1026,B002,PASS,
2026-05-02T13:30:00,M02,S2,61.6,0.7,1235,B002,PASS,
2026-05-02T14:00:00,M02,S2,89.8,0.57,1028,B002,PASS,
2026-05-02T14:30:00,M02,S2,85.2,0.85,1791,B002,FAIL,TOOLING
2026-05-02T15:00:00,M02,S2,61.1,1.12,1472,B002,PASS,
2026-05-02T15:30:00,M02,S2,82.8,0.67,1615,B002,PASS,
2026-05-02T16:00:00,M02,S2,60.6,0.42,1149,B002,PASS,
2026-05-02T16:30:00,M02,S2,88.2,0.81,1423,B002,PASS,
2026-05-02T17:00:00,M02,S2,67.1,0.32,1238,B002,PASS,
2026-05-02T17:30:00,M02,S2,79.2,0.82,1062,B002,PASS,
2026-05-02T18:00:00,M02,S2,75.0,0.74,1631,B002,PASS,
2026-05-02T18:30:00,M02,S2,81.6,0.49,1001,B002,PASS,
2026-05-02T19:00:00,M02,S2,77.1,0.39,1668,B002,PASS,
2026-05-02T19:30:00,M02,S2,70.8,1.15,1544,B002,FAIL,SENSOR
2026-05-02T20:00:00,M02,S2,76.6,0.59,1470,B002,PASS,
2026-05-02T20:30:00,M02,S2,89.4,0.45,1016,B002,PASS,
2026-05-02T21:00:00,M02,S2,70.3,0.93,1628,B002,PASS,
2026-05-02T21:30:00,M02,S2,82.1,0.53,1044,B002,PASS,
2026-05-02T22:00:00,M02,S2,84.4,0.38,1779,B002,PASS,
2026-05-02T22:30:00,M02,S2,80.9,0.83,1811,B002,FAIL,MATERIAL
2026-05-02T23:00:00,M02,S2,61.1,0.4,1791,B002,PASS,
2026-05-02T23:30:00,M02,S2,69.5,0.51,1398,B002,PASS,
2026-05-02T00:00:00,M03,S3,84.5,0.67,1036,B002,PASS,
2026-05-02T00:30:00,M03,S3,68.6,1.06,1047,B002,PASS,
2026-05-02T01:00:00,M03,S3,68.2,1.0,1436,B002,PASS,
2026-05-02T01:30:00,M03,S3,73.2,1.16,1339,B002,FAIL,UNKNOWN
2026-05-02T02:00:00,M03,S3,74.9,1.12,1519,B002,FAIL,ALIGNMENT
2026-05-02T02:30:00,M03,S3,81.8,0.28,1602,B002,PASS,
2026-05-02T03:00:00,M03,S3,76.4,0.52,1080,B002,PASS,
2026-05-02T03:30:00,M03,S3,79.8,0.51,1602,B002,PASS,
2026-05-02T04:00:00,M03,S3,80.7,0.55,1042,B002,PASS,
2026-05-02T04:30:00,M03,S3,70.6,1.2,1274,B002,PASS,
2026-05-02T05:00:00,M03,S3,88.4,0.28,1637,B002,FAIL,CALIBRATION
